	G1_rep1	G1_rep2	G1_rep3	G2_rep1	G2_rep2	G2_rep3
gene_11986	0	3	0	1	0	0
gene_11987	56	86	47	53	29	33
gene_11988	34	22	22	22	17	29
gene_11989	30	38	31	46	48	41
gene_11990	18	81	11	30	13	28
gene_11991	4	4	1	13	2	1
gene_11992	43	51	52	47	45	45
gene_11993	20	32	17	24	19	34
gene_11994	40	26	26	34	42	47
gene_11995	1	0	0	0	3	2
gene_11996	24	81	36	99	63	55
gene_11997	21	24	51	15	30	31
gene_11998	138	167	111	95	123	131
gene_11999	4	2	10	1	4	13
gene_12000	83	80	74	124	211	53
gene_12001	0	13	3	1	0	0
gene_12002	4	1	7	3	3	0
gene_12003	8	3	5	1	3	6
gene_12004	1	0	21	2	0	0
gene_12005	2	1	0	0	0	9
gene_12006	21	25	23	15	27	25
gene_12007	7	13	8	5	14	11
gene_12008	31	58	21	142	63	113
gene_12009	0	0	0	1	0	0
gene_12010	11	44	33	28	33	17
gene_12011	600	379	251	285	172	479
gene_12012	344	273	309	294	323	297
gene_12013	9	2	4	7	3	3
gene_12014	252	200	235	236	209	258
gene_12015	15	10	8	7	14	12
gene_12016	91	54	186	102	64	126
gene_12017	0	0	0	0	0	0
gene_12018	32	37	56	36	33	35
gene_12019	2	4	11	0	0	10
gene_12020	43	67	44	74	73	79
gene_12021	12	4	14	7	13	8
gene_12022	0	0	0	0	0	0
gene_12023	99	105	94	65	69	62
gene_12024	1	5	5	16	8	11
gene_12025	0	0	0	1	0	1
gene_12026	44	27	31	25	29	31
gene_12027	37	18	31	25	16	26
gene_12028	2	0	2	0	0	0
gene_12029	1	1	0	1	0	1
gene_12030	207	186	194	150	238	225
gene_12031	2	0	2	2	1	0
gene_12032	10	4	2	0	1	7
gene_12033	5	4	6	5	5	8
gene_12034	211	102	114	60	61	107
gene_12035	58	80	40	70	54	84
gene_12036	3	6	6	0	3	1
gene_12037	0	0	2	0	0	0
gene_12038	46	51	57	50	37	58
gene_12039	4	8	5	3	8	3
gene_12040	620	419	232	388	749	208
gene_12041	0	4	2	1	4	9
gene_12042	17	18	14	5	4	11
gene_12043	86	77	90	67	151	175
gene_12044	16	30	32	15	79	125
gene_12045	2	4	0	0	1	0
gene_12046	118	105	86	127	86	93
gene_12047	367	74	96	105	116	284
gene_12048	94	65	75	72	111	87
gene_12049	2	12	5	1	12	2
gene_12050	47	29	56	58	35	51
gene_12051	6	2	1	2	0	1
gene_12052	9	4	17	0	3	39
gene_12053	2	0	1	0	1	0
gene_12054	6	9	2	2	1	1
gene_12055	256	225	308	213	271	214
gene_12056	65	63	21	12	40	18
gene_12057	15	2	6	3	3	10
gene_12058	6	0	0	3	8	1
gene_12059	0	1	1	0	0	5
gene_12060	26	33	20	15	35	48
gene_12061	1	2	3	2	2	1
gene_12062	0	0	0	1	0	0
gene_12063	208	172	167	191	159	124
gene_12064	0	1	0	0	0	0
gene_12065	9	0	0	5	1	0
gene_12066	27	50	29	36	30	41
gene_12067	225	180	177	188	177	193
gene_12068	179	160	39	184	314	250
gene_12069	0	1	0	1	0	0
gene_12070	2	6	4	7	4	6
gene_12071	72	96	94	133	115	118
gene_12072	0	0	1	1	2	5
gene_12073	0	2	2	0	1	4
gene_12074	55	62	38	62	48	31
gene_12075	0	0	0	0	2	0
gene_12076	268	154	197	209	153	193
gene_12077	2	0	1	13	0	2
gene_12078	161	128	171	155	112	190
gene_12079	4	3	1	0	0	0
gene_12080	1	2	2	1	3	2
gene_12081	0	0	1	0	0	0
gene_12082	5	0	0	1	0	10
gene_12083	53	156	151	156	160	141
gene_12084	145	143	90	142	153	108
gene_12085	9	10	6	2	5	4
gene_12086	69	70	52	52	75	96
gene_12087	9	27	18	8	17	17
gene_12088	189	31	112	68	105	47
gene_12089	38	48	42	21	34	39
gene_12090	63	61	46	81	53	59
gene_12091	1	4	5	0	1	2
gene_12092	44	67	27	37	11	46
gene_12093	5	7	4	24	16	3
gene_12094	0	1	1	0	0	1
gene_12095	1	11	0	0	1	6
gene_12096	1	15	0	19	2	3
gene_12097	95	38	71	110	52	70
gene_12098	0	1	0	1	0	0
gene_12099	10	0	1	6	2	5
gene_12100	33	19	13	22	20	35
gene_12101	0	0	0	1	0	4
gene_12102	12	55	20	25	28	16
gene_12103	1	1	0	4	2	3
gene_12104	11	48	15	27	24	2
gene_12105	61	39	61	30	28	62
gene_12106	262	394	271	213	158	217
gene_12107	4	2	3	1	14	0
gene_12108	6712	6879	5543	7667	7140	5004
gene_12109	17	13	8	5	14	15
gene_12110	0	0	0	3	1	2
gene_12111	133	155	73	94	255	47
gene_12112	0	95	0	11	11	1
gene_12113	151	246	154	198	179	207
gene_12114	73	87	64	95	107	79
gene_12115	0	1	1	0	11	1
gene_12116	20	15	14	24	26	26
gene_12117	21	29	14	44	16	26
gene_12118	15	15	13	13	11	15
gene_12119	0	0	0	1	0	12
gene_12120	14	13	11	6	24	45
gene_12121	6	0	3	15	4	5
gene_12122	10	13	59	21	0	119
gene_12123	4	6	3	0	5	7
gene_12124	1	0	1	1	0	0
gene_12125	4	0	4	2	0	0
gene_12126	12	61	43	38	10	26
gene_12127	0	1	0	0	1	1
gene_12128	13	22	14	15	4	2
gene_12129	13	9	31	34	18	27
gene_12130	64	53	67	68	65	77
gene_12131	0	0	1	1	19	14
gene_12132	0	0	0	0	0	2
gene_12133	496	368	427	416	382	577
gene_12134	141	122	142	91	235	12
gene_12135	16	8	7	2	5	13
gene_12136	0	0	0	1	5	0
gene_12137	49	42	49	20	24	38
gene_12138	82	32	90	32	65	62
gene_12139	22	25	10	22	38	6
gene_12140	132	492	358	464	125	278
gene_12141	2	1	1	2	30	24
gene_12142	16	25	17	21	18	14
gene_12143	232	184	245	229	220	210
gene_12144	33	49	23	54	47	25
gene_12145	64	39	83	61	85	71
gene_12146	57	36	73	63	51	57
gene_12147	4	5	3	7	3	3
gene_12148	20	0	0	16	0	0
gene_12149	13	13	32	22	36	31
gene_12150	118	130	136	161	97	133
gene_12151	0	5	1	0	7	7
gene_12152	47	23	44	52	22	43
gene_12153	111	136	127	92	125	168
gene_12154	119	152	164	112	173	145
gene_12155	150	118	185	120	207	57
gene_12156	55	12	29	21	11	45
gene_12157	14	3	4	3	15	8
gene_12158	13	31	33	26	22	14
gene_12159	30	48	22	20	18	78
gene_12160	2	0	3	6	0	4
gene_12161	83	63	68	64	66	63
gene_12162	5	8	3	7	0	3
gene_12163	0	6	2	3	1	2
gene_12164	207	224	248	323	188	212
gene_12165	9	4	2	2	1	25
gene_12166	275	276	283	289	324	271
gene_12167	355	373	410	388	386	421
gene_12168	12	9	17	10	16	17
gene_12169	49	17	18	35	26	22
gene_12170	7	15	7	22	11	6
gene_12171	65	90	29	43	18	64
gene_12172	900	513	1141	503	672	912
gene_12173	3358	3838	3583	3617	3731	3661
gene_12174	31	32	42	31	20	32
gene_12175	1	3	19	10	1	0
gene_12176	0	2	0	1	0	0
gene_12177	22	17	12	13	9	19
gene_12178	605	604	566	673	713	789
gene_12179	0	0	0	2	0	2
gene_12180	3	14	10	4	4	11
gene_12181	8	6	8	7	3	6
gene_12182	336	184	330	247	221	256
gene_12183	41	32	41	45	32	31
gene_12184	34	40	28	19	28	22
gene_12185	3	8	1	3	0	1
gene_12186	1	1	2	2	1	0
gene_12187	360	442	342	484	430	269
gene_12188	83	85	93	91	46	100
gene_12189	2	1	3	2	3	15
gene_12190	0	0	0	0	1	0
gene_12191	16	4	13	9	15	15
gene_12192	7	15	1	13	23	14
gene_12193	1	4	1	0	5	2
gene_12194	38	50	6	40	37	43
gene_12195	0	12	1	0	0	0
gene_12196	29	23	25	36	22	33
gene_12197	57	70	74	25	46	54
gene_12198	6	4	0	2	0	0
gene_12199	379	335	249	159	406	428
gene_12200	39	10	5	5	0	4
gene_12201	160	135	57	129	98	97
gene_12202	45	29	32	44	27	25
gene_12203	1119	1351	2171	1897	2357	2136
gene_12204	0	2	3	3	0	1
gene_12205	1	5	4	9	23	8
gene_12206	0	29	5	0	6	1
gene_12207	74	59	60	67	80	57
gene_12208	51	52	51	44	57	54
gene_12209	11	22	25	7	0	20
gene_12210	111	177	194	100	235	164
gene_12211	4	2	10	0	0	2
gene_12212	12	34	25	6	43	18
gene_12213	2	6	1	0	1	0
gene_12214	1063	504	496	510	405	837
gene_12215	0	0	0	0	0	0
gene_12216	14	9	14	28	26	18
gene_12217	116	56	14	60	35	27
gene_12218	86	80	80	53	60	89
gene_12219	46	24	18	41	39	26
gene_12220	10	13	8	10	12	4
gene_12221	9	1	7	5	4	2
gene_12222	0	0	3	0	0	1
gene_12223	0	1	0	0	1	0
gene_12224	43	105	79	97	111	50
gene_12225	7	7	4	1	7	7
gene_12226	365	430	781	615	544	430
gene_12227	137	71	51	147	103	163
gene_12228	23	25	10	13	22	11
gene_12229	56	29	106	56	85	62
gene_12230	0	0	2	0	0	43
gene_12231	25	42	27	23	16	40
gene_12232	10	18	4	46	3	0
gene_12233	106	49	29	31	16	12
gene_12234	67	116	55	79	86	87
gene_12235	84	105	87	100	85	71
gene_12236	85	116	44	117	104	111
gene_12237	150	219	239	256	177	164
gene_12238	74	71	99	81	112	88
gene_12239	124	81	71	191	96	74
gene_12240	52	63	38	21	38	45
gene_12241	124	134	153	163	114	180
gene_12242	14	11	14	15	13	16
gene_12243	18	0	0	5	11	13
gene_12244	107	127	119	88	225	216
gene_12245	0	0	4	0	0	1
gene_12246	10	9	13	15	20	13
gene_12247	95	50	64	72	63	77
gene_12248	19	18	20	20	7	24
gene_12249	53	47	54	31	53	66
gene_12250	26	46	91	62	67	54
gene_12251	46	71	49	57	63	37
gene_12252	65	82	50	86	65	73
gene_12253	197	198	227	206	202	196
gene_12254	87	59	71	71	64	59
gene_12255	80	152	124	138	115	127
gene_12256	292	499	343	353	323	534
gene_12257	2	2	16	6	5	2
gene_12258	72	62	56	47	59	41
gene_12259	1	0	2	3	1	1
gene_12260	67	32	27	52	26	47
gene_12261	17	19	9	6	3	6
gene_12262	1	2	1	6	0	2
gene_12263	56	27	24	16	21	8
gene_12264	2	2	3	1	0	6
gene_12265	47	59	56	80	38	33
gene_12266	0	24	15	7	57	6
gene_12267	89	174	49	65	157	100
gene_12268	135	120	130	134	80	140
gene_12269	0	0	0	1	1	2
gene_12270	81	49	49	102	23	110
gene_12271	178	142	228	94	138	142
gene_12272	0	54	4	14	65	5
gene_12273	165	163	116	75	86	83
gene_12274	3195	1203	5040	1955	869	6248
gene_12275	4	5	2	8	1	26
gene_12276	14	11	22	13	30	9
gene_12277	54	49	49	34	39	50
gene_12278	18	13	16	21	25	26
gene_12279	23	3	4	11	11	6
gene_12280	4	3	1	2	3	1
gene_12281	16	9	19	18	19	33
gene_12282	26	23	24	37	34	29
gene_12283	4	7	27	87	15	22
gene_12284	0	0	0	7	0	1
gene_12285	30	14	26	22	21	23
gene_12286	22	22	11	33	26	16
gene_12287	46	65	45	6	46	11
gene_12288	19	32	34	30	29	45
gene_12289	41	90	65	60	36	53
gene_12290	223	279	515	312	611	330
gene_12291	5	1	0	2	5	1
gene_12292	47	67	62	29	155	42
gene_12293	1	2	3	1	14	3
gene_12294	53	67	58	55	32	90
gene_12295	4	9	4	9	0	0
gene_12296	55	50	43	45	44	76
gene_12297	13	15	20	20	15	24
gene_12298	35	42	26	0	2	2
gene_12299	5	7	7	11	7	11
gene_12300	2	0	0	6	0	0
gene_12301	91	76	120	33	49	63
gene_12302	39	40	40	49	33	41
gene_12303	0	1	13	0	3	9
gene_12304	161	147	250	83	222	88
gene_12305	81	73	71	89	91	103
gene_12306	48	23	44	38	45	48
gene_12307	406	705	378	1391	529	498
gene_12308	7	7	7	7	1	6
gene_12309	2	11	24	1	2	8
gene_12310	0	1	0	0	0	0
gene_12311	69	78	50	73	90	57
gene_12312	55	27	30	30	48	39
gene_12313	2	1	0	0	0	2
gene_12314	62	40	88	83	140	126
gene_12315	55	97	145	103	48	69
gene_12316	82	86	69	88	87	75
gene_12317	55	62	42	56	25	73
gene_12318	8	11	5	12	2	3
gene_12319	12	10	5	1	18	22
gene_12320	0	7	19	8	0	4
gene_12321	0	1	0	2	0	2
gene_12322	7	0	0	4	0	19
gene_12323	0	5	0	2	0	0
gene_12324	30	31	17	26	20	26
gene_12325	37	39	42	18	55	30
gene_12326	6	0	0	9	1	1
gene_12327	122	163	281	135	166	302
gene_12328	183	314	333	752	179	276
gene_12329	0	0	0	0	0	1
gene_12330	29	41	31	59	22	30
gene_12331	1	3	0	5	8	6
gene_12332	0	0	1	1	2	3
gene_12333	81	75	94	143	86	109
gene_12334	0	1	1	3	0	0
gene_12335	167	164	187	77	163	140
gene_12336	103	91	86	98	106	126
gene_12337	43	24	17	41	28	36
gene_12338	16	20	21	1	12	16
gene_12339	46	142	125	95	35	139
gene_12340	822	849	671	943	596	1118
gene_12341	21	16	45	19	29	34
gene_12342	33	62	76	35	26	66
gene_12343	94	52	27	45	55	60
gene_12344	86	56	68	63	97	110
gene_12345	21	14	15	8	18	19
gene_12346	146	170	117	83	130	106
gene_12347	1	0	7	2	0	0
gene_12348	53	94	74	89	97	76
gene_12349	8	10	16	6	36	18
gene_12350	71	106	49	65	28	77
gene_12351	383	252	261	325	216	256
gene_12352	1	3	0	2	1	1
gene_12353	25	31	31	16	21	17
gene_12354	0	2	2	2	0	0
gene_12355	1	7	0	0	1	0
gene_12356	1	10	2	4	3	0
gene_12357	11	15	0	6	4	1
gene_12358	0	2	1	0	2	0
gene_12359	49	39	23	96	68	35
gene_12360	48	53	151	90	93	77
gene_12361	79	96	28	102	62	72
gene_12362	0	0	0	6	1	0
gene_12363	86	98	167	185	70	96
gene_12364	8	4	0	3	6	6
gene_12365	2	0	2	1	0	3
gene_12366	79	112	121	98	114	88
gene_12367	12	2	6	4	7	13
gene_12368	22	43	7	42	51	66
gene_12369	8	0	11	9	8	9
gene_12370	4	0	6	6	4	7
gene_12371	0	3	0	0	5	3
gene_12372	15	5	14	6	16	23
gene_12373	32	26	35	35	51	25
gene_12374	26	27	29	14	23	25
gene_12375	0	0	1	6	4	1
gene_12376	122	214	163	168	167	207
gene_12377	127	66	50	85	77	68
gene_12378	36	14	60	0	1	47
gene_12379	0	0	2	0	1	0
gene_12380	0	2	0	0	1	0
gene_12381	28	2	6	9	1	7
gene_12382	92	68	139	83	133	188
gene_12383	106	140	113	88	84	86
gene_12384	0	4	0	0	2	3
gene_12385	369	413	441	240	415	418
gene_12386	109	129	85	114	101	117
gene_12387	1	0	0	3	0	0
gene_12388	16	9	15	17	13	16
gene_12389	0	4	0	11	2	0
gene_12390	22	10	10	8	12	27
gene_12391	69	57	65	80	68	86
gene_12392	16	7	12	7	12	18
gene_12393	18	18	18	22	32	3
gene_12394	93	97	73	80	108	110
gene_12395	55	103	99	102	77	86
gene_12396	1	0	0	0	0	0
gene_12397	1351	1215	1101	1330	1427	1269
gene_12398	13	6	31	14	34	42
gene_12399	3	2	1	0	2	4
gene_12400	9	0	0	12	58	6
gene_12401	295	297	309	340	365	331
gene_12402	1	4	8	18	4	2
gene_12403	12	7	8	13	13	30
gene_12404	0	1	0	0	1	0
gene_12405	5	2	16	4	12	12
gene_12406	635	627	434	563	363	582
gene_12407	127	104	101	135	147	109
gene_12408	0	0	0	0	0	0
gene_12409	23	3	3	2	1	3
gene_12410	36	23	34	28	24	25
gene_12411	37	34	39	37	36	40
gene_12412	43	50	44	43	53	32
gene_12413	3	5	7	3	2	5
gene_12414	8	27	27	24	6	32
gene_12415	12	6	5	6	12	9
gene_12416	3	6	4	8	8	10
gene_12417	187	194	236	170	202	138
gene_12418	8	40	12	14	1	25
gene_12419	29	46	127	58	34	16
gene_12420	0	2	0	1	2	3
gene_12421	0	4	1	1	3	1
gene_12422	94	89	86	49	37	62
gene_12423	1	0	1	1	1	0
gene_12424	10	8	2	0	2	0
gene_12425	10	19	19	27	21	20
gene_12426	1022	1006	1466	1069	863	1071
gene_12427	0	23	9	7	21	5
gene_12428	96	125	98	85	98	102
gene_12429	2	2	0	5	1	5
gene_12430	1	0	1	0	0	0
gene_12431	17	35	24	34	26	19
gene_12432	54	63	42	58	61	65
gene_12433	1	5	0	1	0	0
gene_12434	24	78	31	30	41	46
gene_12435	86	91	63	59	68	79
gene_12436	28	40	16	42	24	17
gene_12437	66	74	139	56	33	79
gene_12438	6	10	13	17	23	13
gene_12439	0	1	0	0	10	0
gene_12440	4	1	0	0	3	0
gene_12441	3	2	8	0	0	3
gene_12442	64	43	111	114	135	71
gene_12443	529	1177	1101	1098	821	1119
gene_12444	0	1	0	1	2	0
gene_12445	85	21	35	44	25	55
gene_12446	5	2	5	1	1	3
gene_12447	26	24	28	19	16	18
gene_12448	6518	6612	6232	5566	5795	6264
gene_12449	51	50	70	24	51	65
gene_12450	84	38	61	78	125	49
gene_12451	41	7	12	40	12	6
gene_12452	22	14	24	22	21	30
gene_12453	7	12	3	3	0	4
gene_12454	131	141	62	99	66	84
gene_12455	172	147	157	136	162	142
gene_12456	3	3	4	1	0	2
gene_12457	1	4	1	8	8	5
gene_12458	547	563	552	554	502	522
gene_12459	3	0	0	0	0	0
gene_12460	37	41	30	36	46	31
gene_12461	17	2	17	7	25	9
gene_12462	2	5	1	0	1	0
gene_12463	32	53	24	23	21	41
gene_12464	121	30	50	42	56	6
gene_12465	2	1	1	2	0	1
gene_12466	14	13	11	10	15	7
gene_12467	17	54	55	33	19	24
gene_12468	1	1	1	11	0	0
gene_12469	10	5	3	7	6	7
gene_12470	0	1	1	0	0	1
gene_12471	2	0	11	3	3	3
gene_12472	3	1	9	37	6	58
gene_12473	1	0	1	0	4	3
gene_12474	167	119	217	166	111	174
gene_12475	1	7	7	12	3	0
gene_12476	5	7	14	1	11	9
gene_12477	74	47	98	77	54	48
gene_12478	45	16	13	3	22	12
gene_12479	190	306	226	285	127	239
gene_12480	16	26	31	37	13	12
gene_12481	4	21	40	19	15	6
gene_12482	50	49	63	24	34	81
gene_12483	142	177	183	188	184	167
gene_12484	2	16	0	4	4	6
gene_12485	2	0	2	11	0	2
gene_12486	144	149	126	161	128	118
gene_12487	0	4	26	10	4	0
gene_12488	1	1	0	2	1	0
gene_12489	93	39	12	111	109	135
gene_12490	8	8	28	16	17	13
gene_12491	5	3	8	6	6	2
gene_12492	6	10	9	4	2	0
gene_12493	184	233	182	249	280	249
gene_12494	1101	1243	1332	1415	1588	1152
gene_12495	3	0	11	26	2	0
gene_12496	29	172	148	82	37	57
gene_12497	0	0	0	4	0	7
gene_12498	0	1	4	0	0	2
gene_12499	7	1	8	5	2	11
gene_12500	40	13	15	8	19	8
gene_12501	77	33	70	44	78	54
gene_12502	18	12	1	5	4	1
gene_12503	0	2	1	0	6	1
gene_12504	111	122	83	155	120	105
gene_12505	0	10	6	3	7	9
gene_12506	125	191	119	98	149	112
gene_12507	2	1	10	6	1	1
gene_12508	4	0	5	1	6	1
gene_12509	150	114	118	143	150	161
gene_12510	0	0	2	3	0	0
gene_12511	9	7	11	11	5	11
gene_12512	93	69	50	46	70	30
gene_12513	0	0	0	0	0	5
gene_12514	5	25	17	19	7	25
gene_12515	1	16	6	0	0	126
gene_12516	21	25	14	49	22	2
gene_12517	7	45	36	19	26	28
gene_12518	43	77	16	62	25	11
gene_12519	42	31	158	86	37	67
gene_12520	15	8	14	16	7	35
gene_12521	119	62	111	88	72	144
gene_12522	0	0	7	5	0	2
gene_12523	4	1	0	0	1	0
gene_12524	0	4	30	0	17	3
gene_12525	3770	1058	2599	2482	2720	1238
gene_12526	0	0	0	2	2	2
gene_12527	4	5	4	18	5	5
gene_12528	16	15	16	12	23	15
gene_12529	17	10	13	15	10	23
gene_12530	56	11	35	24	132	57
gene_12531	16	6	4	9	6	5
gene_12532	67	13	13	39	18	30
gene_12533	81	69	44	74	76	44
gene_12534	0	1	0	1	0	0
gene_12535	65	32	5	12	55	12
gene_12536	0	0	1	0	0	1
gene_12537	1	0	0	0	0	0
gene_12538	69	82	73	103	93	71
gene_12539	60	16	13	15	75	3
gene_12540	19	181	37	38	45	49
gene_12541	244	179	145	210	146	187
gene_12542	5	6	0	0	1	0
gene_12543	609	634	459	551	736	637
gene_12544	6	7	5	6	5	3
gene_12545	0	1	1	2	1	0
gene_12546	31	40	27	1	16	50
gene_12547	35	35	2	1	20	14
gene_12548	8	0	0	0	3	3
gene_12549	2	3	3	0	1	0
gene_12550	25	24	36	24	21	27
gene_12551	0	3	1	0	0	1
gene_12552	2	6	3	3	3	0
gene_12553	0	0	2	4	2	1
gene_12554	55	46	52	64	62	59
gene_12555	0	0	0	9	0	0
gene_12556	22	29	34	30	32	20
gene_12557	164	87	142	139	106	104
gene_12558	0	0	0	0	0	1
gene_12559	6	4	10	7	9	6
gene_12560	34	29	18	29	37	47
gene_12561	1	6	0	0	0	0
gene_12562	0	0	1	0	0	0
gene_12563	168	99	46	122	56	67
gene_12564	83	69	44	120	110	113
gene_12565	12	23	27	18	25	30
gene_12566	0	2	1	1	4	4
gene_12567	88	89	86	106	81	46
gene_12568	20	13	23	20	35	33
gene_12569	11	12	39	34	58	5
gene_12570	584	464	273	433	311	230
gene_12571	8	8	18	2	6	2
gene_12572	8	26	41	13	16	14
gene_12573	15	13	19	53	10	15
gene_12574	47	19	22	35	18	81
gene_12575	1	0	0	1	0	4
gene_12576	6	0	1	4	0	12
gene_12577	67	99	42	31	49	96
gene_12578	383	595	382	415	360	325
gene_12579	13	14	18	40	18	17
gene_12580	31	19	22	11	49	27
gene_12581	979	131	1458	985	679	168
gene_12582	9	2	5	1	6	2
gene_12583	0	2	1	0	11	0
gene_12584	34	58	25	23	51	48
gene_12585	356	362	880	1066	694	605
gene_12586	5	18	13	8	13	12
gene_12587	9	56	36	46	41	98
gene_12588	123	103	85	94	102	135
gene_12589	33	25	21	16	8	20
gene_12590	0	0	0	38	0	3
gene_12591	48	132	63	100	78	64
gene_12592	12	2	24	19	10	0
gene_12593	15	10	1	0	0	1
gene_12594	4	5	3	3	1	3
gene_12595	15	3	13	11	9	1
gene_12596	28	56	33	27	28	36
gene_12597	316	410	601	274	537	320
gene_12598	8	4	0	1	5	2
gene_12599	43	59	44	48	39	35
gene_12600	51	92	68	36	78	112
gene_12601	4	22	11	21	25	26
gene_12602	0	0	1	2	0	1
gene_12603	0	0	8	1	0	2
gene_12604	70	80	35	120	65	45
gene_12605	67	65	61	75	77	79
gene_12606	56	94	190	84	178	151
gene_12607	253	263	503	439	68	284
gene_12608	60	68	57	72	58	56
gene_12609	0	1	2	0	0	0
gene_12610	16	17	12	14	14	15
gene_12611	23	13	16	10	13	27
gene_12612	106	60	69	68	120	117
gene_12613	54	71	56	44	51	69
gene_12614	124	71	99	71	96	88
gene_12615	57	16	41	50	30	19
gene_12616	45	46	42	29	44	58
gene_12617	14	16	13	18	6	8
gene_12618	0	1	0	9	5	0
gene_12619	54	35	16	80	28	8
gene_12620	23	26	19	27	33	25
gene_12621	359	246	358	189	78	439
gene_12622	1	1	0	2	3	0
gene_12623	16	29	15	15	11	13
gene_12624	103	78	104	70	31	71
gene_12625	0	8	3	3	5	10
gene_12626	7	19	15	19	17	23
gene_12627	19	29	37	34	30	16
gene_12628	537	313	407	371	418	439
gene_12629	64	148	133	204	161	239
gene_12630	11	12	27	17	21	11
gene_12631	7	18	7	4	8	1
gene_12632	2	0	2	2	0	0
gene_12633	57	72	76	73	58	79
gene_12634	142	36	48	83	88	71
gene_12635	0	0	0	0	1	0
gene_12636	6	0	0	0	2	4
gene_12637	3	0	2	0	0	0
gene_12638	31	11	28	32	24	36
gene_12639	21	36	33	10	13	12
gene_12640	26	36	43	46	37	40
gene_12641	5	11	5	10	6	10
gene_12642	115	483	695	276	308	579
gene_12643	4	1	0	35	0	5
gene_12644	27	25	21	25	26	31
gene_12645	35	16	11	15	11	10
gene_12646	0	0	0	0	0	2
gene_12647	28	82	51	74	83	72
gene_12648	70	84	88	50	80	47
gene_12649	11	7	4	12	4	21
gene_12650	95	124	101	98	95	73
gene_12651	37	44	98	33	78	59
gene_12652	30	22	25	15	31	37
gene_12653	0	0	2	0	1	0
gene_12654	37	50	69	59	70	23
gene_12655	38	41	61	57	29	34
gene_12656	1	0	0	1	0	0
gene_12657	71	54	64	56	74	35
gene_12658	4	0	1	0	0	0
gene_12659	1	0	0	24	0	1
gene_12660	41	47	63	15	67	26
gene_12661	13	9	8	1	8	20
gene_12662	0	4	10	0	11	0
gene_12663	76	135	70	157	134	127
gene_12664	14	16	16	7	15	13
gene_12665	1	0	0	1	1	1
gene_12666	0	0	0	0	0	0
gene_12667	115	94	409	273	194	546
gene_12668	1019	867	619	625	1736	1394
gene_12669	2	1	14	8	11	3
gene_12670	33	6	28	10	2	17
gene_12671	6	11	25	10	14	9
gene_12672	192	462	239	208	337	103
gene_12673	0	0	1	0	2	1
gene_12674	0	0	0	0	2	1
gene_12675	109	122	144	109	104	85
gene_12676	57	68	127	90	86	98
gene_12677	107	135	85	117	103	198
gene_12678	43	52	53	35	82	32
gene_12679	8	22	11	3	14	178
gene_12680	56	75	52	53	48	103
gene_12681	200	131	129	175	97	116
gene_12682	18	19	17	3	58	11
gene_12683	3	6	2	62	0	3
gene_12684	0	1	10	3	1	2
gene_12685	4	22	16	12	17	33
gene_12686	17	19	21	8	17	20
gene_12687	93	134	129	147	147	143
gene_12688	48	49	46	49	57	63
gene_12689	1	6	2	0	4	5
gene_12690	7	3	15	2	5	6
gene_12691	15	0	2	27	78	54
gene_12692	38	51	49	48	43	41
gene_12693	1	0	0	0	1	0
gene_12694	0	0	0	1	0	0
gene_12695	33	38	47	34	40	72
gene_12696	43	31	45	27	40	33
gene_12697	2	0	9	4	0	1
gene_12698	0	1	2	4	5	2
gene_12699	0	1	1	1	0	0
gene_12700	22	13	10	7	1	40
gene_12701	316	517	392	787	819	858
gene_12702	31	21	15	44	68	33
gene_12703	2	1	1	0	1	3
gene_12704	53	40	54	38	37	45
gene_12705	289	359	103	157	335	276
gene_12706	8	101	100	57	45	80
gene_12707	14	0	7	3	15	11
gene_12708	0	0	0	0	1	0
gene_12709	58	278	128	148	237	67
gene_12710	27	36	46	28	55	42
gene_12711	3	2	0	6	0	10
gene_12712	17	37	51	4	5	13
gene_12713	0	4	4	0	1	0
gene_12714	63	134	46	170	47	150
gene_12715	0	1	4	2	2	0
gene_12716	0	12	0	1	4	0
gene_12717	0	0	0	1	0	0
gene_12718	149	110	83	193	108	87
gene_12719	0	0	3	0	0	0
gene_12720	104	105	109	102	118	132
gene_12721	0	0	0	0	0	1
gene_12722	539	310	652	408	905	625
gene_12723	0	0	3	2	1	8
gene_12724	1	0	0	3	1	0
gene_12725	5	34	8	6	5	1
gene_12726	29	21	16	16	5	7
gene_12727	60	65	42	46	62	53
gene_12728	320	326	354	243	301	288
gene_12729	0	1	0	2	0	7
gene_12730	22	59	45	14	12	3
gene_12731	5	30	12	15	49	14
gene_12732	2	0	2	0	0	14
gene_12733	118	125	111	110	119	119
gene_12734	13	2	1	1	0	1
gene_12735	6	16	15	17	13	5
gene_12736	4	1	7	0	6	5
gene_12737	7	16	14	4	6	9
gene_12738	188	123	79	142	195	73
gene_12739	0	0	0	2	4	0
gene_12740	0	0	0	0	3	5
gene_12741	1	0	0	1	0	1
gene_12742	142	63	151	105	77	107
gene_12743	50	79	43	14	55	68
gene_12744	1	11	2	5	4	7
gene_12745	0	0	0	1	0	0
gene_12746	0	0	1	0	0	0
gene_12747	13	9	9	3	7	8
gene_12748	3	0	4	2	15	4
gene_12749	15	0	0	22	7	13
gene_12750	6	7	4	18	2	30
gene_12751	4	8	10	7	13	12
gene_12752	70	54	48	51	42	41
gene_12753	36	6	11	1	0	0
gene_12754	172	249	232	183	197	183
gene_12755	10	9	9	29	6	4
gene_12756	307	300	239	317	335	284
